document,text
doc_24_AmitabhBachchan,"In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. That same year he played a double role in the hit Adalat as father and son.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. All of them were successful at the box office.. Bachchan then played the leading role in the film Majboor.. He was declared player of the tournament for his performance during the season.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Bachchan was eventually found not guilty of involvement in the ordeal.. He also entered politics for a time in the 1980s.. Bachchans performance in the film received acclaim.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. That same year he played a double role in the hit Adalat as father and son.. Theres a lot of anger in the music from that period.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. The film was a success at the box office.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. The film evoked a favourable response from critics and audiences alike.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. He was hospitalised with reported mild symptoms of the disease on 11 July.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. That same year he played a double role in the hit Adalat as father and son.. His role won him his third Filmfare Best Supporting Actor Award.. Former Australian cricket team coach John Buchanan voiced his opinion that Tendulkar had become susceptible to the short ball early in his innings because of a lack of footwork.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award."
doc_25_SachinTendulkar,"He is often praised for his ability to adapt to the needs of his body and yet keep scoring consistently.. Tendulkar took three wickets on the final day of the famous Kolkata Test against Australia in 2001.. Chappell also believed that Tendulkars repeated failures were hurting the teams chances.. The focus on Modi as an individual was unusual for a BJP election campaign.. The Stones embarked on their Latin American tour in February 2016.. The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.. He is the youngest recipient to date and the first ever sportsperson to receive the award.. Tendulkar took three wickets on the final day of the famous Kolkata Test against Australia in 2001.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. Tendulkar scored his 19th Test century in the second Test and the match resulted in a draw with Sri Lanka.. He scored his first ODI century on 9 September 1994 against Australia in Sri Lanka at Colombo.. He said ""Its been a tough phase for me .... Defence policy Indias nominal military spending increased steadily under Modi.. He says that Sachins quest for his 100th hundred has proved to be a hurdle for the entire team and has hampered their performance on the Tour of Australia.. The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.. The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.. The Cricket Association of Bengal and the Mumbai Cricket Association organised events to mark his retirement from the sport.. It became mentally tough for me because nobody talked about my 99 hundreds."". Filmography See also The Greatest Indian Achievements of Sachin Tendulkar Collection of quotations related to Sachin Tendulkar Indian national cricket captains List of international cricket centuries by Sachin Tendulkar List of One Day International cricket records Politics and sports Sudhir Kumar Chaudhary  Notes References External links Sachin Tendulkar on Twitter Sachin Tendulkar at ESPNcricinfo Sachin Tendulkar at Wisden India. It is his second term as he has already held the ambassador of the previous ICC Cricket world cup 2011.. This tour used coloured panels and was one of the last Stones tours to do so before switching to devices such as video screens.. Tendulkar made an unbeaten 204 as Shane Warne conceded 111 runs in 16 overs and Australia lost the match within three days.. He acted as a coach for the Ponting XI during The Big Appeal.. These twin knocks were also known as the Desert Storm innings.. ""During the Australian tour of India in 1998 Matthew Hayden said ""I have seen God."
doc_26_TheRollingStones,"On this tour they had two versions of what Jagger referred to as the ""lotus stage"".. Sticky Fingers reached number one in both the UK and the US.. 2 in the UK and No.. Richards and Taylor often met Jagger at his house.. It became mentally tough for me because nobody talked about my 99 hundreds."". The Rolling Stones are an English rock band formed in London in 1962.. New music released by the band while under this contract was to be issued through Universals Polydor label.. It drew unfavourable reviews and was widely regarded as a poor imitation of the Beatles Sgt.. He recommended they go into tax exile before the start of the next financial year.. Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. 1 studio and live albums in the UK.. He recommended they go into tax exile before the start of the next financial year.. Rock and Roll Hall of Fame.. He returned to the squad in July for Indias tour of England.. Richards and Taylor often met Jagger at his house.. 3 in the UK and No.. Mostly acoustic numbers from various concerts and rehearsals made up Stripped which reached No.. 57 in the UK and No.. The Telegraph called Mick Jagger ""the Rolling Stone who changed music"".. The 1975 Tour of the Americas kicked off in New York City with the band performing on a flatbed trailer being pulled down Broadway.. The Stones last album of the sixties was Let It Bleed which reached No.. 37 in the UK and No.. 37 in the UK and No.. The Rolling Stones at AllMusic The Rolling Stones discography at Discogs The Rolling Stones on IMDb The Rolling Stones discography at MusicBrainz. 57 in the UK and No."
doc_27_TheBeatles,"Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. Its lyric content was the focus of much analysis by the counterculture.. We had microphones right down in the bells of brass instruments and headphones turned into microphones attached to violins.. The album was supplemented by the four tracks already released on their first two singles.. His death left the group disoriented and fearful about the future.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. The new ministry also removed or diluted a number of laws related to environmental protection.. The elaborate cover also attracted considerable interest and study.. Richards recorded the guitar riff that drives the song with a fuzzbox as a scratch track to guide a horn section.. It was a top ten hit in both Britain and America.. Live Beatles and Studio Beatles had become entirely different beasts."". Its them twisting it that ruins it for me."". I was pretty stunned for a month or two."". Pepper foremost on its list of the greatest albums of all time.. The resulting riots endangered the group and they escaped the country with difficulty.. The UK and the European Union refused to admit him because of what they saw as his role in the riots.. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. They soon found that the Marcos regime was unaccustomed to taking no for an answer.. Tendulkar has got out 27 times in the 90s during his international career.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. The Beatles were an English rock band formed in Liverpool in 1960.. Harrison thus owns the rights to his later Beatles songs such as ""While My Guitar Gently Weeps"" and ""Something"".. McCartney described Apple as ""rather like a Western communism""."
doc_28_NarendraModi,"An article in the medical journal Lancet stated that the country ""might have taken a few steps back in public health"" under Modi.. Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. The focus on Modi as an individual was unusual for a BJP election campaign.. It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. He is the youngest recipient to date and the first ever sportsperson to receive the award.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Modi played a dominant role in the BJPs election campaign.. The government also announced plans to build new sewage treatment plants.. Independent sources put the death toll at over 2000.. He also played an over against Elise Perrys bowling at the latters request.. Communal tensions were played upon especially in Uttar Pradesh and the states of Northeast India.. Tendulkar scored his 19th Test century in the second Test and the match resulted in a draw with Sri Lanka.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. The election was described as a referendum on Narendra Modi.. The Naga insurgency in northeast India had begun in the 1950s.. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. The knock was nominated to be one of the Test Batting Performance of the year by ESPNCricinfo.. The government also announced plans to build new sewage treatment plants.. The BJPs campaign was assisted by its wide influence in the media.. Modi played a dominant role in the BJPs election campaign.. The Naga insurgency in northeast India had begun in the 1950s.. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.. 22 lakh from his MPLAD funds allotted to him during his stint as Rajya Sabha MP for the renovation of a Childrens Park in East Bandra.. Modis 31 August 2012 post on Google Hangouts made him the first Indian politician to interact with citizens on a live chat."
doc_29_TheRollingStones,"The band parted ways with Oldham during the sessions.. 1 in the UK and No.. Their first concert was on 12 July 1962 at the Marquee Club in London.. Up until then it had been as though London existed in a beautiful space where you could do anything you wanted."". It was well received at the time of release and reached No.. In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.. By necessity he joined with booking agent Eric Easton to secure record financing and assistance booking venues.. Haaretz described the concert as being ""Historic with a capital H"".. Reviewers took note and credited the albums ""traditionalist"" sounds to the Rolling Stones new producer Don Was.. Bachchans performance in the film received acclaim.. Modi played a dominant role in the BJPs election campaign.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. It really wasnt enough for me.. Richards called it ""a bridge into thinking about writing for the Stones.. It was Andrew Oldhams last venture as the Rolling Stones producer.. Television cameras picked up images that suggested Tendulkar may have been involved in cleaning the seam of the cricket ball.. He also declared his growing lack of interest in the Rolling Stones.. He was affected by a series of injuries since 2004.. Richards and Taylor often met Jagger at his house.. The Rolling Stones first US tour in June 1964 was ""a disaster"" according to Wyman.. It was an Andy Warhol photograph of a man from the waist down in tight jeans featuring a functioning zipper.. The album was recorded at Chess Studios in Chicago and RCA Studios in Los Angeles.. He asked the national government to allow states to invoke tougher laws in the wake of the 2006 Mumbai train bombings.. That same year he played a double role in the hit Adalat as father and son.. 2 in the UK and No."
doc_30_AmitabhBachchan,Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. City officials relented and agreed to allow an integrated show.. His illness made him feel weak both mentally and physically and he decided to quit films and venture into politics.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Sachin served as a ball boy in the 1987 Cricket World Cup when India played against England in the semifinal in Bombay.. He was hospitalised with reported mild symptoms of the disease on 11 July.. His performance won him his second Filmfare Best Actor Award.. The Show also grabbed all the major Awards for its category.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. The film evoked a favourable response from critics and audiences alike.. Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. The show became a massive hit with audiences and broke many TRP Records.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. He received positive reviews from critics who hailed his performance as his best ever since Black.. It consisted of a pair of lips with a lapping tongue.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. Bachchan then played the leading role in the film Majboor.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. Harrisons use of psychedelic drugs encouraged his path to meditation and Hinduism.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. The show became a massive hit with audiences and broke many TRP Records.. Early life and family Bachchan was born in Allahabad.
doc_31_NarendraModi,"Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. Anandiben Patel succeeded him as the chief minister.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. It came against Bangladesh in the league matches of Asia Cup 2012.. It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. After the elections Vajpayee called the violence in Gujarat a reason for the BJPs electoral defeat and said it had been a mistake to leave Modi in office after the riots.Questions about Modis relationship with Muslims were also raised by many Western nations during his tenure as chief minister.. The budget was viewed positively by private insurance providers.. The Supreme Court gave the matter to the magistrates court.. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. In 2008 Modi offered land in Gujarat to Tata Motors to set up a plant manufacturing the Nano after a popular agitation had forced the company to move out of West Bengal.. Development debate A contentious debate surrounds the assessment of Gujarats economic development during Modis tenure as chief minister.. The Naga insurgency in northeast India had begun in the 1950s.. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. Several deaths were linked to the rush to exchange cash.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. Second term During Modis second term the rhetoric of the government shifted from Hindutva to Gujarats economic development.. The new ministry also removed or diluted a number of laws related to environmental protection.. He became the first Prime Minister born after Indias independence from the British Empire.. During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. 1 studio albums in the US.. Musical development The Rolling Stones have assimilated various musical genres into their own collective sound.. Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. The focus on Modi as an individual was unusual for a BJP election campaign.. Modi emphasised his governments efforts at sanitation as a means of ensuring good health."
doc_32_TheBeatles,"We used giant primitive oscillators to vary the speed of instruments and vocals and we had tapes chopped to pieces and stuck together upside down and the wrong way around."". Hed let us have our own sense of individuality."". The cricketer is also known to celebrate Ganesh Chaturthi at home and frequently visits temples during night when it is calm and quiet.. The elaborate cover also attracted considerable interest and study.. McCartney and Starr remain musically active.. Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. The scientists referred to the fossils as ""Rolling Stoneflies"".. Epstein accused Datebook of having taken Lennons words out of context.. Peppers initial commercial success exceeded that of all previous Beatles albums.. Reviewers took note and credited the albums ""traditionalist"" sounds to the Rolling Stones new producer Don Was.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. He is known for his unique punch style of hitting the ball over square.. His death left the group disoriented and fearful about the future.. McCartney described Apple as ""rather like a Western communism"".. It sustained its immense popularity into the 21st century while breaking numerous sales records.. The ICC revoked the status of the match as a Test as the teams rejected the appointed referee.. I dont think it could have been worse if they had heard that their own fathers had dropped dead."". Harrisons use of psychedelic drugs encouraged his path to meditation and Hinduism.. That December saw the release of another 59 Beatles recordings on iTunes.. I knew that we were in trouble then.. The resulting riots endangered the group and they escaped the country with difficulty.. McCartney and Sony agreed to a confidential settlement in June 2017.. It was a top ten hit in both Britain and America.. Taped copies of the song soon circulated among other radio stations throughout the US.. Peppers Lonely Hearts Club Band was reissued with new stereo mixes and unreleased material for the albums 50th anniversary."
doc_33_AmitabhBachchan,"His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. His performance won him his second Filmfare Best Actor Award.. Early life and family Bachchan was born in Allahabad.. The film was a success at the box office.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. He is the highest run scorer of all time in International cricket.. Martin said that the project was ""not at all a happy recording experience.. He received positive reviews from critics who hailed his performance as his best ever since Black.. He also entered politics for a time in the 1980s.. He was framed in the scam and falsely alleged.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. The Show also grabbed all the major Awards for its category.. That same year he played a double role in the hit Adalat as father and son.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. He narrated part of the film Bawarchi.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. The film was a success at the box office.. Early life and family Bachchan was born in Allahabad."
doc_34_AmitabhBachchan,"Its them twisting it that ruins it for me."". 3 in the UK and No.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. The show became a massive hit with audiences and broke many TRP Records.. That same year he played a double role in the hit Adalat as father and son.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. He also entered politics for a time in the 1980s.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. The Show also grabbed all the major Awards for its category.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. The film was a success at the box office.. The Show also grabbed all the major Awards for its category.. That same year he played a double role in the hit Adalat as father and son.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. They performed the same set list as their 1969 concert at the venue.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. Bachchan in an interview with journalist Arnab Goswami offered to fight the case in court and asked the accusers to file the same as also present proof.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award."
doc_35_TheRollingStones,"Under the Modi government these restrictions were gradually lifted.. It was an Andy Warhol photograph of a man from the waist down in tight jeans featuring a functioning zipper.. The stated goals of the campaign included eliminating open defecation and manual scavenging within five years.. On this album Jones contributions expanded beyond guitar and harmonica.. Reviewers took note and credited the albums ""traditionalist"" sounds to the Rolling Stones new producer Don Was.. The tour was Bill Wymans last.. He scored 100 not out off 66 balls.. The Stones embarked on their Latin American tour in February 2016.. The most documented of the bands concerts is the Altamont Free Concert at the Altamont Speedway in 1969.. Mick is the one who really has to project himself over the footlights.. Tendulkar said that he was disappointed and that the declaration had taken him by surprise.. 1 and their first in the US where it spent four weeks at the top of the Billboard Hot 100.. A digitally remastered version of the film was shown in select cinemas across the United States.. The album was recorded at Chess Studios in Chicago and RCA Studios in Los Angeles.. The Crown prosecutor later conceded that Richards had procured the drugs after his arrival.. It really wasnt enough for me.. The Crown prosecutor later conceded that Richards had procured the drugs after his arrival.. In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.. Reviewers took note and credited the albums ""traditionalist"" sounds to the Rolling Stones new producer Don Was.. featured Angelina Jolie as guest and met steady rotation on both MTV and VH1.. Cutler repeated the introduction throughout their 1969 US tour.. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.. Musical development The Rolling Stones have assimilated various musical genres into their own collective sound.. The show became a massive hit with audiences and broke many TRP Records.. He recommended they go into tax exile before the start of the next financial year."
doc_36_NarendraModi,"He was the first Indian prime minister to do so.. He was the first Indian prime minister to do so.. Defence policy Indias nominal military spending increased steadily under Modi.. The Supreme Court ordered the land to be handed over to a trust to build the Hindu temple.. Zakia Jaffri filed a protest petition in response.. The administration plans to construct 60 million toilets by 2019.. He was again sworn in as Prime minister on 30 May 2019.. The governments decision to move the bodies of the train victims from Godhra to Ahmedabad further inflamed the violence.. He was again sworn in as Prime minister on 30 May 2019.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". The stated goals of the campaign included eliminating open defecation and manual scavenging within five years.. Modis 31 August 2012 post on Google Hangouts made him the first Indian politician to interact with citizens on a live chat.. He became the first Prime Minister born after Indias independence from the British Empire.. The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. Modi emphasised his governments efforts at sanitation as a means of ensuring good health.. Communal tensions were played upon especially in Uttar Pradesh and the states of Northeast India.. The Beatles broke their own record for the album with the longest gap between topping the charts as Abbey Road hit the top spot 50 years after its original release.. Modi was ranked fifth on Fortune Magazines first annual list of the ""Worlds Greatest Leaders"" in 2015.. The budget was viewed positively by private insurance providers.. Taped copies of the song soon circulated among other radio stations throughout the US.. Independent sources put the death toll at over 2000.. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. The BJPs campaign was assisted by its wide influence in the media."
doc_37_AmitabhBachchan,"In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. Bachchans performance in the film received acclaim.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. His performance won him his second Filmfare Best Actor Award.. He scored 68 in the first match and 48 against Guyana.. His performance won him his second Filmfare Best Actor Award.. The film was a success at the box office.. Similarly he has been Man of the Match 62 times in One day International matches and Man of the Series 15 times.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. Early life and family Bachchan was born in Allahabad.. His role won him his third Filmfare Best Supporting Actor Award.. The Telegraph called Mick Jagger ""the Rolling Stone who changed music"".. Martin said that the project was ""not at all a happy recording experience.. His performance won him his second Filmfare Best Actor Award.. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. The film evoked a favourable response from critics and audiences alike.. He narrated part of the film Bawarchi.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. The Show also grabbed all the major Awards for its category.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. He also played an over against Elise Perrys bowling at the latters request."
doc_38_TheRollingStones,"2 in both the UK and US.. 20 on the Billboard Hot 100 in 1982 with ""Hang Fire"".. Their material included the Chicago blues as well as Chuck Berry and Bo Diddley songs.. Haaretz described the concert as being ""Historic with a capital H"".. He dedicated this century to his father.. He was hospitalised with reported mild symptoms of the disease on 11 July.. 3 in the UK and No.. It included shows in small theatres.. The Netherlands was chosen because it does not directly tax royalty payments.. The BJPs campaign was assisted by its wide influence in the media.. Richards and Taylor often met Jagger at his house.. 3 in the UK and No.. 44 in the UK and No.. Mostly acoustic numbers from various concerts and rehearsals made up Stripped which reached No.. It really wasnt enough for me.. The song was written and given to the Stones when John Lennon and Paul McCartney visited them in the studio as the two Beatles liked giving the copyrights to songs away to their friends.. 3 in the UK and No.. Authorities had issued a warrant for Richards arrest and the other band members had to return briefly to France for questioning.. On this album Jones contributions expanded beyond guitar and harmonica.. It performed particularly well in parts of the country that had recently experienced violence between Hindus and Muslims.. In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.. I wanted to broaden my scope as a guitarist and do something else .... This was particularly the case when they performed a free concert for an estimated 1.5 million people in Rio de Janeiro on the A Bigger Bang tour in 2006.. 6 in the UK and No.. 2 in the UK and No."
doc_39_AmitabhBachchan,"It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. See also List of awards and nominations received by Amitabh Bachchan List of Bollywood actors List of Indian film actors  Explanatory notes References Further reading External links  Media related to Amitabh Bachchan at Wikimedia Commons  Amitabh Bachchans official blog Amitabh Bachchan on IMDb Amitabh Bachchan at Bollywood Hungama Amitabh Bachchan on Twitter British Academy of Film and Television Arts brochure. The releases were commercially successful and the television series was viewed by an estimated 400 million people.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. We used giant primitive oscillators to vary the speed of instruments and vocals and we had tapes chopped to pieces and stuck together upside down and the wrong way around."". The film was based on the hijacking incident of the Indian Airlines Flight 814.. The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. The film evoked a favourable response from critics and audiences alike.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. The show became a massive hit with audiences and broke many TRP Records.. The state government stated later that 790 Muslims and 254 Hindus were killed.. Martin said that the project was ""not at all a happy recording experience.. He also entered politics for a time in the 1980s.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. Thus Sachin Tendulkar became the youngest player to debut for India in Tests at the age of 16 years and 205 days and also the youngest player to debut for India in ODIs at the age of 16 years and 238 days.The series was followed by a tour of New Zealand in which he scored 117 runs at an average of 29.25 in Tests including an innings of 88 in the second Test.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. The company went into administration and was later declared a failed company by the Indian Industries board.. Bachchan then played the leading role in the film Majboor.. That same year he played a double role in the hit Adalat as father and son.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. His role won him his third Filmfare Best Supporting Actor Award.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general."
doc_40_AmitabhBachchan,"Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. The film was a success at the box office.. His performance won him his second Filmfare Best Actor Award.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. The show became a massive hit with audiences and broke many TRP Records.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. The company went into administration and was later declared a failed company by the Indian Industries board.. Modi travelled around India for two years and visited a number of religious centres before returning to Gujarat.. Bachchan was eventually found not guilty of involvement in the ordeal.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. All of them were successful at the box office.. The fifth season started on 15 August 2011 and ended on 17 November 2011.. It was well received at the time of release and reached No.. It was the first example of a double EP in the UK.. That same year he played a double role in the hit Adalat as father and son.. He narrated part of the film Bawarchi.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. The new ministry also removed or diluted a number of laws related to environmental protection.. His performance in Aks won him his first Filmfare Critics Award for Best Actor.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. The record carried on the psychedelic vein of Sgt."
